codigo;descricao;grp_Marca;d_Grp_Marca;refrig;fornecedor;tributacao;status;curva;bo;comprador
11553;SERINGA DESC 05ML CX C/ 960 UNAPLIC;541;UNAPLIC-BD;N;-;-;-;C;-;-
11554;TEMODAL  20MG C/5 CAPSULAS*;361;MSD;N;-;-;-;C;-;-
11555;TEMODAL 100MG C/5 CAPS*;361;MSD;N;-;-;-;C;-;-
11556;INSULINA HUMANA INSUMAN R (G)100UI/ML;50;AVENTIS;S;-;-;-;C;-;-
11557;INSULINA HUMANA INSUMAN COMB(G) 85N/15R 100UI/ML;50;AVENTIS;S;-;-;-;C;-;-
11558;INSULINA HUMANA INSUMAN COMB(G) 75N/25R 100UI/ML;50;AVENTIS;S;-;-;-;C;-;-
11560;FREKA DERM SPRAY 190ML - FRESENIUS;210;FRESENIUS;N;-;-;-;C;-;-
11561;LANTERNA MINI PRETA D-01.73.111;446;RIMED;N;-;-;-;C;-;-
11562;MICARDIS 40MG C/ 14 COMP;98;BOEHRINGER;N;-;-;-;C;-;-
11563;MICARDIS 40MG C/28 CPR;98;BOEHRINGER;N;-;-;-;C;-;-
11564;MICARDIS 80MG C/ 14 COMP;98;BOEHRINGER;N;-;-;-;C;-;-
11565;RAPIFEN (A1) 544MCG/ML CX 5AMP 5ML JANSSEN-CILAG;262;JANSSEN-CILAG;N;-;-;-;C;-;-
11566;MARCAINA PESADA 0.5% 4ML 1AMPOLA;623;ASTRAZENECA;N;-;-;-;C;-;-
11567;TUBO HEMO VERM SILIC. S/ANTIC. PED VD 02ML 366653;69;BECTON DICKINSON PAS;N;-;-;-;C;-;-
11568;NEOCAINA 0.5% S/VASO 20ML C/06;145;CRISTALIA;N;-;-;-;C;-;-
11569;MAGNOPYROL 500MG/ML GOTAS 10ML;190;FARMASA;N;-;-;-;C;-;-
11570;ALKERAN 50MG FA 10ML ASPEN;41;ASPEN;N;ASPEN;Importado;Ativo;C;B.O. Total;FERNANDA
11571;TORNIQUETE ELAST VACUTAINER STRETCH AZ PCT 25UN BD REF367203;69;BECTON DICKINSON PAS;N;-;-;-;C;-;-
11572;TUBO HEMO CINZA FLUOR.SOD+EDTA PED VD 3ML;69;BECTON DICKINSON PAS;N;-;-;-;C;-;-
11573;NOVABUPI ISOBARICA 5MG/ML EST CX 30AMP 4ML CRISTALIA;145;CRISTALIA;N;-;-;-;C;-;-
11574;DOBUTAMINA 250MG/20ML (DOBUTAL) UND;145;CRISTALIA;N;-;-;-;C;-;-
11575;NOVABUPI 5MG/ML EST S/VASO CX 10FA 20ML CRISTALIA;145;CRISTALIA;N;CRISTALIA;Nacional 7%;Ativo;C;Não;ALESSANDRO
11576;AGULHA DE SUTURA G 312/16;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11577;ADAPTADOR PED. P/ CARDIOLOGIA LITTMANN C/ 03;2;3M;N;-;-;-;C;-;-
11578;HIDROCORTISONA 500MG (CORTISTON) 50F/A + DIL;94;BLAUSIEGEL;N;-;-;-;C;-;-
11579;GCM047;172;EMS;N;-;-;-;C;-;-
11580;ESTETOSCOPIO LITTMANN CLASSIC II NEONATAL VERMELHO;2;3M;N;-;-;-;C;-;-
11581;KIT ADVANTAGE ROCHE;397;OUTRAS;N;-;-;-;C;-;-
11582;CADEIRA DE RODAS BANHO POP.;63;BAXMANN;N;-;-;-;C;-;-
11583;TECNOTECAN 20MG/ML FA 5ML ADIUM;1;3B;N;-;-;-;C;-;-
11584;AGULHA DE SUTURA PH 318/05;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11585;PANTOZOL 40MG/ML FA DIL 10ML TAKEDA (G);508;TAKEDA;S;TAKEDA;Importado;Inativo;C;Não;-
11586;ETRANE (C1) 100ML;7;ABBOTT;N;-;-;-;C;-;-
11587;THIONEMBUTAL (B1) 0.5G C/ 25 FR-AMP;407;PFIZER;N;-;-;-;C;-;-
11589;EFEDRINA(C1)ABBOTT 50MG/ML C/ 100 AMPOLAS;407;PFIZER;N;-;-;-;C;-;-
11592;AGULHA DE SUTURA PH 318/04;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11594;QUELICIN 100MG C/ 25 FR-AMP;407;PFIZER;N;-;-;-;C;-;-
11595;QUELICIN 500MG C/ 25 FR-AMP;407;PFIZER;N;-;-;-;C;-;-
11596;SEVORANE (C1) (SEVOFLURANO) 100ML;10;ABBVIE;N;-;-;-;C;-;-
11597;CAMPO OPERATORIO 23X25 CM TM C/50;527;TM;N;-;-;-;C;-;-
11598;CAMPO OPERATORIO 50 X 45 CM TM C/ 50;527;TM;N;-;-;-;C;-;-
11599;HIDROCORTISONA 100MG (CORTISTON) 50F/A + DIL;94;BLAUSIEGEL;N;-;-;-;C;-;-
11600;RAMPER;285;LAFIX;N;-;-;-;C;-;-
11601;TAZOCIN 4G+500MG FA PFIZER;407;PFIZER;N;PFIZER;Nacional 7%;Ativo;A;Não;TERESA
11602;ANZEMET IV 100MG/5ML C/ 01 AMPOLA DE 5ML;468;SANOFI;N;-;-;-;C;-;-
11603;TUBO HEMO ROXO EDTA K3 PED VD 2ML 366651;69;BECTON DICKINSON PAS;N;-;-;-;C;-;-
11604;MODIFICAL 4MG C/ 10 AMP 2ML;567;ZODIAC;N;-;-;-;C;-;-
11605;MODIFICAL 8MG C/ 10 AMP 4ML;567;ZODIAC;N;-;-;-;C;-;-
11606;AGULHA DE SUTURA PH 318/03;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11607;COLCHONETE CX DE OVO 188 X 88X 6 CM PCTE C/2;519;TERRAFLEX;N;-;-;-;C;-;-
11609;COSIMEGEN (DACTINOMICINA) PO LIOF INJ 0.5MG;56;BAGO;N;-;-;-;C;-;-
11610;EQUIPO MAC RIG/F.BALL/INJ L/SLIP/1.2M C/250 0120P;144;CREMER;N;-;-;-;C;-;-
11611;EQUIPO MAC C/ROL SONDAPLAST EA-02S;494;SONDAPLAST;N;-;-;-;C;-;-
11612;NOVABUPI 5MG/ML C/VASO CON EST CX 10FA 20ML CRISTALIA;145;CRISTALIA;N;CRISTALIA;Nacional 7%;Ativo;B;Não;ALESSANDRO
11613;CATETER CENTR INTRACATH VD 19G 12A ARGON REF785904;37;ARGON MEDICAL;N;ARGON;Isento - Convênio 01/99;Ativo;B;Não;TIME IMPORTADOS
11614;VANCOMICINA 500MG (VANCOSON) PO LIOF C/ 20 F/A S/DIL;94;BLAUSIEGEL;N;-;-;-;C;-;-
11615;LEUCOVORINA 15MG C/ 10 CP;64;BAXTER;N;-;-;-;C;-;-
11616;AVALOX 400MG 05CP;65;BAYER;N;-;-;-;C;-;-
11617;TEMGESIC (A1) 0.2MG C/ 48 CP SUBLINGUAIS;361;MSD;N;-;-;-;C;-;-
11618;DEXTRAN 10 C/FISIOLOGICO 500ML ENDOMED;173;ENDOMED;N;-;-;-;C;-;-
11619;HISOPLEX SOLUCAO POLIELETROLITICA 500ML FRESENIUS;210;FRESENIUS;N;-;-;-;C;-;-
11620;DEXTRAN 10 C/GLICOSE 500ML ENDOMED;173;ENDOMED;N;-;-;-;C;-;-
11621;AGULHA DESC PRECISION GLIDE BR 25X1.0MM CX 100UN BD;67;BECTON DICKINSON MS;N;BD MS;Nacional 7%;Ativo;C;Não;JONNATHAN
11622;AMICACINA 250MG/2ML C/100 BIOCHIMICO;145;CRISTALIA;N;-;-;-;C;-;-
11623;AGULHA DESC PRECISION GLIDE RS 40X1.2MM CX 100UN BD;67;BECTON DICKINSON MS;N;BD MS;Nacional 7%;Ativo;C;Não;JONNATHAN
11624;HERCEPTIN 440MG FA 20ML ROCHE (G);449;ROCHE;S;ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA
11625;ATADURA CREPE CYSNE 20CMX1.8M (4.5M) 13F PCT 12UN CREMER;144;CREMER;N;CREMER;Nacional 12%;Ativo;A;Não;PLANEJ CREMER
11626;CIPROFLOXACINA 200MG (PROCIN) 100ML F/A;361;MSD;N;-;-;-;C;-;-
11627;ETOPOSIDEO 100MG 5ML C/ 10 FR-AMP;64;BAXTER;N;-;-;-;C;-;-
11628;SALBUTAMOL. SULFATO  TEUTO 120ML;523;TEUTO;N;-;-;-;C;-;-
11629;PEPTGEL 300MG/5ML 150ML;523;TEUTO;N;-;-;-;C;-;-
11630;AGULHA DE SUTURA PD336/03;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11631;SABRIL (C1) 500MG CX 60CPR SANOFI MEDLEY;468;SANOFI;N;SANOFI;Nacional 7%;Delistado;C;Não;KAROLINA
11632;HEMAX ERITRON 4000UI FA 2ML ACHE;667;LABOFARMA;N;LABOFARMA;Isento - Convênio 162/94 - Novos - Exc. GO;Ativo;A;Não;BRUNA
11633;ESPECULO COLLIN N.2 - QS 630.35;439;QUINELATO;N;-;-;-;C;-;-
11634;PINCA PEAN MURPHY 14CM - QF 176.14;439;QUINELATO;N;-;-;-;C;-;-
11635;PINCA KOCHER RETA 14CM - QF 414.14;439;QUINELATO;N;-;-;-;C;-;-
11636;PINCA MICRO MOSQUITO CURVA 12CM - QF 321.12;439;QUINELATO;N;-;-;-;C;-;-
11637;PINCA DISSECACAO 16CM - QC 100.16;439;QUINELATO;N;-;-;-;C;-;-
11638;PINCA BABY MIXTER CURVA 14CM;11;ABC INSTRUMENTOS CIRURGICOS;N;-;-;-;C;-;-
11639;PINCA CRILE CURVA 14CM - QF 341.14;439;QUINELATO;N;-;-;-;C;-;-
11640;PINCA KOCHER RETA 16CM - QF 414.16;439;QUINELATO;N;-;-;-;C;-;-
11641;PINCA KELLY CURVA 14CM - QF 331.14;439;QUINELATO;N;-;-;-;C;-;-
11642;PINCA CRILE RETA 16CM - QF 340.16;439;QUINELATO;N;-;-;-;C;-;-
11643;PINCA CRILE RETA 14CM - QF 340.14;439;QUINELATO;N;-;-;-;C;-;-
11644;PINCA DISSECACAO 18CM - QC 100.18;439;QUINELATO;N;-;-;-;C;-;-
11645;PINCA DENTE DE RATO - QC 301.14;439;QUINELATO;N;-;-;-;C;-;-
11646;PINCA CRILE CURVA 16CM - QF 341.16;439;QUINELATO;N;-;-;-;C;-;-
11647;PINCA DISSECACAO 14CM - QC 100.14;439;QUINELATO;N;-;-;-;C;-;-
11648;PINCA KELLY RETA 16CM - QF 330.16;439;QUINELATO;N;-;-;-;C;-;-
11649;AGULHA DE SUTURA G 16;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11650;PINCA ADSON C/ SERRILHA 12CM - QC 168.12;439;QUINELATO;N;-;-;-;C;-;-
11651;PINCA BABY MIXTER CURVA FORTE 14CM - QF 375.14;439;QUINELATO;N;-;-;-;C;-;-
11652;PINCA MICRO ADSON C/ SER. 12CM - QC 404.12;439;QUINELATO;N;-;-;-;C;-;-
11653;PORTA AGULHA MAYO HEGAR C/ WIDIA 14CM - QW 400.14;439;QUINELATO;N;-;-;-;C;-;-
11654;PINCA KELLY CURVA 16CM - QF 331.16;439;QUINELATO;N;-;-;-;C;-;-
11655;PINCA BACKHAUS 8CM - QF 915.08;439;QUINELATO;N;-;-;-;C;-;-
11656;PORTA AGULHA MAYO HEGAR 20CM - QJ 390.20;439;QUINELATO;N;-;-;-;C;-;-
11657;AGULHA DE SUTURA G 212/13;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11658;PINCA ALLIS 5X6D.15CM - QL 134.15;439;QUINELATO;N;-;-;-;C;-;-
11659;PORTA AGULHA MAYO HEGAR 14CM - QJ 390.14;439;QUINELATO;N;-;-;-;C;-;-
11660;PINCA ROCHESTER PEAN CURVA 18CM - QF 411.18;439;QUINELATO;N;-;-;-;C;-;-
11661;FARMORUBICINA CS 200MG F/A 100ML (G);407;PFIZER;S;-;-;-;C;-;-
11662;TESOURA QUINELATO IRIS CURVA FF 11.5CM - QT 823.11;439;QUINELATO;N;-;-;-;C;-;-
11663;PINCA ADSON C/ DENTE 12CM - QC 368.12;439;QUINELATO;N;-;-;-;C;-;-
11664;PINCA ALLIS 5X6D.20CM - QL 134.20;439;QUINELATO;N;-;-;-;C;-;-
11665;AGULHA DE SUTURA PH 338/02;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11666;FENTANIL (A1) 0.05MG/ML C/5 AMP 5ML IV/ESPINHAL;262;JANSSEN-CILAG;N;-;-;-;C;-;-
11667;PINCA  MIXTER CURVA 18CM;11;ABC INSTRUMENTOS CIRURGICOS;N;-;-;-;C;-;-
11668;PINCA BACKHAUS 10CM - QF 915.10;439;QUINELATO;N;-;-;-;C;-;-
11669;PINCA BACKHAUS 13CM;11;ABC INSTRUMENTOS CIRURGICOS;N;-;-;-;C;-;-
11670;PINCA FAURE CURVA 22CM - QF 622.22;439;QUINELATO;N;-;-;-;C;-;-
11671;TESOURA JOSEPH CURVA 15CM - QT 351.15;439;QUINELATO;N;-;-;-;C;-;-
11672;PORTA AGULHA MAYO HEGAR 17CM - QJ 390.17;439;QUINELATO;N;-;-;-;C;-;-
11673;AGULHA DE SUTURA PH 338/04;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11674;TESOURA CIRURGICA CURVA FF 16CM - QT 109.16;439;QUINELATO;N;-;-;-;C;-;-
11675;ESPECULO COLLIN N.1 - QS 630.28;439;QUINELATO;N;-;-;-;C;-;-
11676;TESOURA QUINELATO IRIS RETA FF 11.5CM - QT 822.11;439;QUINELATO;N;-;-;-;C;-;-
11677;PORTA AGULHA DERF 12.5CM - QJ 326.12;439;QUINELATO;N;-;-;-;C;-;-
11678;AFASTADOR FARABEUF 10MM/12CM (PAR) - QG 665.12;439;QUINELATO;N;-;-;-;C;-;-
11679;AFASTADOR FARABEUF 7MM/10CM (PAR) - QG 665.10;439;QUINELATO;N;-;-;-;C;-;-
11680;PINCA KELLY RETA 14CM - QF 330.14;439;QUINELATO;N;-;-;-;C;-;-
11681;AGULHA DE SUTURA PH 338/05;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11682;TESOURA METZENBAUM DELICADA CURVA 15CM - QT 331.15;439;QUINELATO;N;-;-;-;C;-;-
11683;HISTEROMETRO DE COLLIN - QS 591.28;439;QUINELATO;N;-;-;-;C;-;-
11684;PINCA DENTE DE RATO 16CM - QC 301.16;439;QUINELATO;N;-;-;-;C;-;-
11685;PINCA HALSTEAD HARTMANN RETA 10CM - QF 306.10;439;QUINELATO;N;-;-;-;C;-;-
11686;SULFATO DE MAGNESIO 50% 10ML C/ 100 AMP. HYPOFARMA;244;HYPOFARMA;N;-;-;-;C;-;-
11687;DESCOLADOR FREER DUPLO - QX 546.18;439;QUINELATO;N;-;-;-;C;-;-
11688;PORTA AGULHA DERF C/ WIDIA 12CM - QW 632.12;439;QUINELATO;N;-;-;-;C;-;-
11689;TESOURA MAYO STILLE RETA 14CM - QT 180.14;439;QUINELATO;N;-;-;-;C;-;-
11690;AGULHA DE SUTURA KEITH 310/06;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11691;TESOURA MAYO STILLE CURVA 14CM - QT 181.14;439;QUINELATO;N;-;-;-;C;-;-
11692;PINCA PEAN MURPHY 16CM - QF 176.16;439;QUINELATO;N;-;-;-;C;-;-
11693;TESOURA CIRURGICA CURVA FF 14CM - QT 109.14;439;QUINELATO;N;-;-;-;C;-;-
11694;TESOURA METZENBAUM CURVA 15CM - QT 285.15;439;QUINELATO;N;-;-;-;C;-;-
11695;TESOURA METZENBAUM DELICADA RETA 18CM - QT 330.18;439;QUINELATO;N;-;-;-;C;-;-
11696;TESOURA CIRURGICA CURVA FR 14CM - QT 107.14;439;QUINELATO;N;-;-;-;C;-;-
11697;VENOCUR TRIPLEX 20 COMP;277;KNOLL;N;-;-;-;C;-;-
11698;FENOCRIS (B1) 40MG/ML CX 10FR GTS 20ML CRISTALIA;145;CRISTALIA;N;CRISTALIA;Importado;Ativo;C;B.O. Total;ALESSANDRO
11699;PAMERGAN 25MG CX 200CPR CRISTALIA;145;CRISTALIA;N;CRISTALIA;Nacional 7%;Ativo;C;B.O. Total;ALESSANDRO
11700;AMYTRIL (C1) 25MG 200 CPR;145;CRISTALIA;N;-;-;-;C;-;-
11701;OXATRAT (DIAZEPAN) 10MG 200 COMP (B1);397;OUTRAS;N;-;-;-;C;-;-
11702;TYFLEN GOTAS 15ML BRASTERAPICA;100;BRASTERAPICA;N;-;-;-;C;-;-
11703;AGULHA DE SUTURA GE 212/19;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11704;AKINETON RETARD (C1) 4MG CX C/30 CPR;7;ABBOTT;N;-;-;-;C;-;-
11705;ASMOFEN 1MG/ML SOL. ORAL FRASCO 30ML;523;TEUTO;N;-;-;-;C;-;-
11706;METOCLOPRAMIDA GTS 10ML (PLAGEX)  50FR;523;TEUTO;N;-;-;-;C;-;-
11707;TOPIGLOS TUBO 45G;273;KINDER;N;-;-;-;C;-;-
11708;FLUOX (C1) (FLUOXETINA) 20MG 140 COMP;248;IGEFARMA;N;-;-;-;C;-;-
11709;FENOBARBITAL (B1) (EUCALMINA) 100MG 200 COMP;248;IGEFARMA;N;-;-;-;C;-;-
11710;ANALGESIL 500MG 500CP;273;KINDER;N;-;-;-;C;-;-
11711;AGULHA DE SUTURA GE 212/22;122;CIRURGICA FERNANDES;N;-;-;-;C;-;-
11712;CEFTRIAXONA 1G IV (GEN) F/A + DIL;172;EMS;N;-;-;-;C;-;-
11713;CEFTRIAXONA 250MG IM (GEN) F/A;172;EMS;N;-;-;-;C;-;-
11714;HALDOL DECANOATO (C1) 50MG/ML CX 5AMP 1ML JANSSEN-CILAG;572;CELLERA;N;CELLERA;Importado;Ativo;C;Não;ELISETE
11715;DDAVP 4MCG/ML CX 10AMP 1ML FERRING (G);198;FERRING PHARMACEUTICALS;S;FERRING;Nacional 7%;Ativo;C;Não;ELISETE
11717;CEFTRIAXONA 1G IM (GEN) F/A + DIL;172;EMS;N;-;-;-;C;-;-
11718;CEFTRIAXONA 500MG IM (GEN) F/A + DIL 2ML;172;EMS;N;-;-;-;C;-;-
11719;CEFTRIAXONA 500MG IV (GEN) F/A;172;EMS;N;-;-;-;C;-;-
11720;NORCURON 10MG/ML C/10;394;ORGANON;N;-;-;-;C;-;-
11721;SULFAMETOXAZOL+TRIMETROPINA (ECTRIN) CX50 AMP 5 ML;172;EMS;N;-;-;-;C;-;-
11722;ANSIALEN B6 50MG 1ML IM  C/100 AMP;172;EMS;N;-;-;-;C;-;-
11723;DESATIVADO_4;452;ROYTON;N;-;-;-;C;-;-
11724;GLIBEXIL 5MG 750 COMP;452;ROYTON;N;-;-;-;C;-;-
11725;PINCA KOCHER CURVA 14CM - QF 415.14;439;QUINELATO;N;-;-;-;C;-;-
11726;TESOURA METZENBAUM CURVA 18CM - QT 285.18;439;QUINELATO;N;-;-;-;C;-;-
11727;JOELHEIRA NEOPRENE CURTA PQ TENSOR;397;OUTRAS;N;-;-;-;C;-;-
11728;PINCA CHERON - QF 290.25;439;QUINELATO;N;-;-;-;C;-;-
11729;JOELHEIRA NEOPRENE CURTA MD TENSOR;397;OUTRAS;N;-;-;-;C;-;-
11730;JOELHEIRA NEOPRENE CURTA GD TENSOR;351;MERCUR;N;-;-;-;C;-;-
11731;TORNOZELEIRA DE NEOPRENE MD TENSOR;397;OUTRAS;N;-;-;-;C;-;-
11732;TORNOZELEIRA DE NEOPRENE GD TENSOR;397;OUTRAS;N;-;-;-;C;-;-
11733;JOELHEIRA NEOPRENE PATELAR GD TENS;518;TENSOR;N;-;-;-;C;-;-
11734;BERMUDA TERMICA GD BRANCATENSOR;397;OUTRAS;N;-;-;-;C;-;-
11735;ATADURA ELASTICA 10X120CM TENSOR;518;TENSOR;N;-;-;-;C;-;-
11736;PINCA HALSTEAD HARTMANN CURVA - QF 307.10;439;QUINELATO;N;-;-;-;C;-;-
11737;MEIA CALCA SUAVE COMPR MEL PEQUENA KENDALL;270;KENDALL;N;-;-;-;C;-;-
11738;ESMERON 10MG/ML CX 12AMP 5ML MERCK (G);394;ORGANON;S;-;-;-;C;-;-
11739;CURATIVO CARVAO ATIV EST CARBOFLEX 10X10CM CX 10UN CONVATEC;137;CONVATEC;N;CONVATEC;Importado;Delistado;B;Não;PAULO
11740;PINCA HALSTEAD MOSQUITO CURVA 12CM - QF 311.12;439;QUINELATO;N;-;-;-;C;-;-
11741;PINCA MICRO MOSQUITO RETA 12CM - QF 320.12;439;QUINELATO;N;-;-;-;C;-;-
11742;PINCA MIXTER CURVA 23CM - QF 485.23;439;QUINELATO;N;-;-;-;C;-;-
11743;NEGATOSCOPIO 02 CORPOS;285;LAFIX;N;-;-;-;C;-;-
11744;SUPORTE P/SORO C/ TRIPE ALTURA REGULAVEL;285;LAFIX;N;-;-;-;C;-;-
11745;SYNVISC CLASSIC SERP 2ML GENZYME;468;SANOFI;N;SANOFI;Importado;Ativo;A;Não;KAROLINA
11746;NORCURON 04MG/ML C/10 C/DILUEN.01ML;394;ORGANON;N;-;-;-;C;-;-
11747;EQUIPO MAC C/ROL C/RIG F/BALL C/170 PLASCALP;412;PLASCALP;N;-;-;-;C;-;-
11748;GLYPRESSIN 1MG FA 5ML FERRING;198;FERRING PHARMACEUTICALS;N;FERRING;Importado;Sob demanda;A;Não;ELISETE
11749;CAMPO CIRUR IODOF IOBAN 2 - 6650 CX (66X45CM);2;3M;N;3M;Importado;Delistado;C;Não;JONNATHAN
11751;AGULHA ESP  MED OSSEA 100X30 MOD D;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
11752;BICO DOSADOR;182;EUROFARMA;N;-;-;-;C;-;-
11753;LASILACTONA 30 COMP;468;SANOFI;N;-;-;-;C;-;-
11754;NAROPIN 7.5MG/ML 0.75% C/05 POLYAMP 20ML;623;ASTRAZENECA;N;-;-;-;C;-;-
11755;DACTIL OB 100+50+50MG SABOR LARANJA CX 30DRG SANOFI;468;SANOFI;N;SANOFI;Nacional 7%;Ativo;C;Não;KAROLINA
11756;METOTREXATO 500MG (BIOMETROX) 20ML F/A;15;ACHE;N;-;-;-;C;-;-
11757;TELA DE MARLEX 35 X 25;397;OUTRAS;N;-;-;-;C;-;-
11758;DRENISON (FLUDROXICORTIDA) CREME 0.125MG/G 30G;84;BIOLAB;N;-;-;-;C;-;-
11759;DRENISON N CREME TUBO 30G;84;BIOLAB;N;-;-;-;C;-;-
11760;KEFLEX 500MG 40 COMP;170;ELI LILLY;N;-;-;-;C;-;-
11761;INSULINA NPH MISTA IOLIN 10ML(G) BIOBRAS (G);79;BIOBRAS;S;-;-;-;C;-;-
11762;NAROPIN 2MG/ML (0.2%) C/5 AMP POLYAMP 20ML;623;ASTRAZENECA;N;-;-;-;C;-;-
11763;INSULINA MISTA IOLIN R 10ML(G) BIOBRAS;79;BIOBRAS;S;-;-;-;C;-;-
11764;INSULINA SUINA NEOSULIN N 10ML(G) BIOBRAS;79;BIOBRAS;S;-;-;-;C;-;-
11765;INSULINA SUINA  NEOSULIN LENTA L(G) 10ML BIOBRAS;79;BIOBRAS;S;-;-;-;C;-;-
11766;NITRONAL  INFUSAO AQUOSA 1MG/ML 50ML C/ 01 FR-AMP;79;BIOBRAS;N;-;-;-;C;-;-
11767;AMOXICILINA 250MG/5ML (GEN) 150ML;468;SANOFI;N;-;-;-;C;-;-
11768;PARACETAMOL 200MG (ACETOFEN) GTS 15ML MEDLEY;468;SANOFI;N;-;-;-;C;-;-
11769;PARACETAMOL 500MG (ACETOFEN) C/200CP MEDLEY;468;SANOFI;N;-;-;-;C;-;-
11770;NAROPIN 10MG/ML C/5 AMP POLYAMP 20ML S/CONSERV;623;ASTRAZENECA;N;-;-;-;C;-;-
11771;ULCOREN 300MG C/ 200 COMP;468;SANOFI;N;-;-;-;C;-;-
11772;CAPTOPRIL 50MG (CATOPROL) C/150CP MEDLEY;468;SANOFI;N;-;-;-;C;-;-
11773;DICLOFENACO SODICO 50MG (ORTOFLAN) C/20CP R.EV;468;SANOFI;N;-;-;-;C;-;-
11774;DICLOFENACO RESINATO 20ML (CLOFENAK) GTS;468;SANOFI;N;-;-;-;C;-;-
11775;DIAZEPAM (B1) 05MG (CALMOCITENO) C/20CP MEDLEY;468;SANOFI;N;-;-;-;C;-;-
11776;MUCIBRON XAROPE ADULTO 30MG/5ML 100ML;468;SANOFI;N;-;-;-;C;-;-
11777;MUCIBRON XAROPE PEDIATRICO 15MG/5ML 100ML;468;SANOFI;N;-;-;-;C;-;-
11778;SERINGA P/ GASOMETRIA 22G 03ML BD 364314;69;BECTON DICKINSON PAS;N;-;-;-;C;-;-
11779;AGULHA TUOHY (IMP) 18G X 3 1/2 DESCART C/10 UND;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
11780;AGULHA SPINAL QUINCKE BD 18GX6;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
11781;AGULHA SPINAL QUINCKE BD 20G6(1.0MMX15.2CM)405211;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
11782;INSULINA HUMANA BIOHULIN LENTA L FR 10ML (G);79;BIOBRAS;S;-;-;-;C;-;-
11783;INSULINA HUMANA BIOHULIN N NPH FR 10ML (G);385;NOVO NORDISK;S;-;-;-;C;-;-
11784;INSULINA HUMANA BIOHULIN REGULAR R FR 10ML (G);385;NOVO NORDISK;S;-;-;-;C;-;-
11785;INSULINA HUMANA BIOHULIN 70/30 (G)FRASCO 10ML;79;BIOBRAS;S;-;-;-;C;-;-
11786;INSULINA HUMANA BIOHULIN 80/20 FR(G)10ML;79;BIOBRAS;S;-;-;-;C;-;-
11787;INSULINA HUMANA BIOHULIN 90/10 (G) FRASCO 10ML;79;BIOBRAS;S;-;-;-;C;-;-
11788;INSULINA HUMANA BIOHULIN ULTRALENTA U(G) FR 10ML;79;BIOBRAS;S;-;-;-;C;-;-
11789;XYLOCAINA 5 % POMADA SABOR LARAN.25G;623;ASTRAZENECA;N;-;-;-;C;-;-
11790;REFIL INSULINA BIOHULIN NPH N C/ 3 X 3ML;79;BIOBRAS;N;-;-;-;C;-;-
11791;REFIL INSULINA BIOHULIN REGULAR(G) R 3 X 3ML (G);79;BIOBRAS;S;-;-;-;C;-;-
11792;REFIL INSULINA BIOHULIN 70/30 C/ 3 X 3ML;79;BIOBRAS;N;-;-;-;C;-;-
11793;REFIL INSULINA BIOHULIN 80/20(G) C/ 3 X 3ML;79;BIOBRAS;S;-;-;-;C;-;-
11794;REFIL INSULINA BIOHULIN 90/10 C/ 3 X 3ML;79;BIOBRAS;N;-;-;-;C;-;-
11795;XYLESTESIN 20MG/G GEL CX 10SERP 10G CRISTALIA;145;CRISTALIA;N;CRISTALIA;Nacional 7%;Ativo;C;Não;ALESSANDRO
11796;TAVANIC 500MG 07 COMP;50;AVENTIS;N;-;-;-;C;-;-
11797;DIPRIVAN (C1) PFS 1% (PROPOFOL) 10MG/ML 50ML (G);623;ASTRAZENECA;S;-;-;-;C;-;-
11798;OSCAL 500MG CX 60CPR SANOFI MEDLEY;468;SANOFI;N;SANOFI;Nacional 7%;Inativo;C;Não;KAROLINA
11799;CALCIGENOL COMPOSTO B12 FR 300ML SANOFI MEDLEY;468;SANOFI;N;-;-;-;C;-;-
11800;DECA DURABOLIN (C5) (NANDROLONA) 50MG 01AMP;394;ORGANON;N;-;-;-;C;-;-
11801;NUTREN DIABETES BAUNILHA PO LATA 400G;AB8;NESTLE HEALTH SCIENCE;N;NESTLE;-;Ativo;C;Não;KARINA
11802;EQUIPO PARAGON FLUXO 2ML/L CAP.100 ML BIOSINTPETIC;15;ACHE;N;-;-;-;C;-;-
11803;MONOCORDIL 10MG/ML EV 5ML C/12 AMP;57;BALDACCI;N;-;-;-;C;-;-
11804;CAMPO CIR EST INCISION IODO IOBAN 66X60CM (56X60CM) 3M 6648;2;3M;N;3M;Nacional 7%;Ativo;B;Não;JONNATHAN
